"openmlid";"algorithm";"seed";"chosenmodel";"errorrate";"runtime"
"3";"lccv-adaptive";"2";"DecisionTreeClassifier";"0.0044";"3367"
"40668";"lccv-adaptive";"0";"RandomForestClassifier";"0.1691";"29152"
"1461";"lccv-adaptive";"7";"MLPClassifier";"0.1118";"17027"
"23";"lccv-adaptive";"3";"MLPClassifier";"0.4402";"2295"
"1494";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.1243";"2197"
"23";"10cv-fix";"2";"MLPClassifier";"0.443";"1797"
"1461";"10cv-fix";"6";"GradientBoostingClassifier";"0.1065";"21564"
"188";"10cv-fix";"7";"MLPClassifier";"0.6046";"1908"
"1464";"10cv-fix";"4";"MLPClassifier";"0.2677";"446"
"12";"10cv-fix";"4";"GradientBoostingClassifier";"0.0404";"7379"
"1487";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0583";"1841"
"3";"lccv-adaptive";"3";"DecisionTreeClassifier";"0.0042";"3344"
"1487";"10cv-fix";"1";"ExtraTreesClassifier";"0.0587";"3235"
"40668";"lccv-adaptive";"1";"MLPClassifier";"0.1541";"28126"
"1494";"10cv-fix";"6";"ExtraTreesClassifier";"0.1267";"1373"
"188";"lccv-adaptive";"9";"RandomForestClassifier";"0.6077";"1884"
"188";"10cv-fix";"8";"PassiveAggressiveClassifier";"0.6575";"2197"
"1464";"10cv-fix";"5";"GradientBoostingClassifier";"0.2411";"460"
"23";"lccv-adaptive";"4";"MLPClassifier";"0.4425";"2295"
"1464";"lccv-adaptive";"6";"LogisticRegression";"0.2365";"995"
"1461";"lccv-adaptive";"8";"MLPClassifier";"0.1115";"17069"
"181";"10cv-fix";"9";"RandomForestClassifier";"0.3827";"2999"
"1461";"10cv-fix";"7";"GradientBoostingClassifier";"0.1065";"21461"
"3";"10cv-fix";"2";"DecisionTreeClassifier";"0.0043";"5020"
"40668";"10cv-fix";"0";"DecisionTreeClassifier";"0.2312";"37182"
"12";"lccv-adaptive";"5";"RidgeClassifier";"0.0199";"6867"
"23";"10cv-fix";"3";"MLPClassifier";"0.4385";"1930"
"1494";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.1247";"2284"
"1494";"10cv-fix";"7";"ExtraTreesClassifier";"0.1262";"1422"
"1464";"10cv-fix";"6";"MLPClassifier";"0.2704";"433"
"12";"10cv-fix";"5";"GradientBoostingClassifier";"0.0399";"7332"
"1487";"10cv-fix";"2";"ExtraTreesClassifier";"0.0565";"3070"
"3";"10cv-fix";"3";"DecisionTreeClassifier";"0.0042";"5175"
"12";"lccv-adaptive";"6";"RidgeClassifier";"0.0199";"6638"
"1464";"lccv-adaptive";"7";"MLPClassifier";"0.2593";"846"
"3";"lccv-adaptive";"4";"DecisionTreeClassifier";"0.0044";"3429"
"23";"lccv-adaptive";"5";"MLPClassifier";"0.4415";"2315"
"40668";"10cv-fix";"1";"DecisionTreeClassifier";"0.2314";"37068"
"1487";"lccv-adaptive";"3";"RandomForestClassifier";"0.057";"1400"
"1461";"lccv-adaptive";"9";"MLPClassifier";"0.1114";"17288"
"1494";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.1276";"2335"
"1461";"10cv-fix";"8";"GradientBoostingClassifier";"0.1065";"22097"
"40668";"lccv-adaptive";"2";"RandomForestClassifier";"0.1689";"27280"
"188";"10cv-fix";"9";"RandomForestClassifier";"0.6151";"1898"
"23";"10cv-fix";"4";"MLPClassifier";"0.4433";"1847"
"1461";"10cv-fix";"9";"GradientBoostingClassifier";"0.1065";"21318"
"1464";"10cv-fix";"7";"LinearDiscriminantAnalysis";"0.2367";"479"
"1464";"lccv-adaptive";"8";"MLPClassifier";"0.2768";"763"
"40668";"10cv-fix";"2";"DecisionTreeClassifier";"0.2311";"37060"
"1487";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0563";"1657"
"1494";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.1264";"2240"
"40975";"lccv-adaptive";"0";"MLPClassifier";"0.0102";"2081"
"3";"10cv-fix";"4";"DecisionTreeClassifier";"0.0042";"5385"
"23";"lccv-adaptive";"6";"MLPClassifier";"0.443";"2137"
"40668";"lccv-adaptive";"3";"RandomForestClassifier";"0.1692";"28087"
"12";"10cv-fix";"6";"GradientBoostingClassifier";"0.0404";"7199"
"1487";"10cv-fix";"3";"RandomForestClassifier";"0.0569";"2930"
"1494";"10cv-fix";"8";"ExtraTreesClassifier";"0.1267";"1456"
"3";"lccv-adaptive";"5";"DecisionTreeClassifier";"0.004";"3766"
"12";"lccv-adaptive";"7";"RidgeClassifier";"0.0199";"6627"
"23";"10cv-fix";"5";"MLPClassifier";"0.441";"1798"
"12";"lccv-adaptive";"8";"RidgeClassifier";"0.0199";"7391"
"1487";"10cv-fix";"4";"ExtraTreesClassifier";"0.0561";"2975"
"40975";"lccv-adaptive";"1";"MLPClassifier";"0.0099";"2153"
"1464";"lccv-adaptive";"9";"LogisticRegression";"0.2365";"885"
"12";"10cv-fix";"7";"GradientBoostingClassifier";"0.0403";"7383"
"3";"10cv-fix";"5";"DecisionTreeClassifier";"0.0043";"5249"
"40668";"10cv-fix";"3";"DecisionTreeClassifier";"0.2312";"36890"
"1494";"10cv-fix";"9";"ExtraTreesClassifier";"0.1266";"1404"
"3";"lccv-adaptive";"6";"DecisionTreeClassifier";"0.0043";"3492"
"31";"lccv-adaptive";"0";"MLPClassifier";"0.2703";"1609"
"23";"lccv-adaptive";"7";"MLPClassifier";"0.4386";"2120"
"40975";"10cv-fix";"0";"MLPClassifier";"0.0102";"2169"
"40668";"lccv-adaptive";"4";"MLPClassifier";"0.1561";"28016"
"1464";"10cv-fix";"8";"RidgeClassifier";"0.2332";"523"
"23";"10cv-fix";"6";"MLPClassifier";"0.4432";"1803"
"1487";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0561";"1836"
"1487";"10cv-fix";"5";"ExtraTreesClassifier";"0.0561";"2986"
"40975";"10cv-fix";"1";"MLPClassifier";"0.0096";"2131"
"31";"lccv-adaptive";"1";"MLPClassifier";"0.2718";"1784"
"40975";"lccv-adaptive";"2";"MLPClassifier";"0.0106";"1862"
"40668";"10cv-fix";"4";"DecisionTreeClassifier";"0.2312";"37278"
"23";"10cv-fix";"7";"MLPClassifier";"0.44";"1774"
"1464";"10cv-fix";"9";"LogisticRegression";"0.2365";"450"
"23";"lccv-adaptive";"8";"MLPClassifier";"0.443";"2285"
"40668";"lccv-adaptive";"5";"RandomForestClassifier";"0.1692";"28471"
"12";"lccv-adaptive";"9";"RidgeClassifier";"0.0199";"7195"
"12";"10cv-fix";"8";"GradientBoostingClassifier";"0.0396";"7430"
"3";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0065";"3247"
"3";"10cv-fix";"6";"DecisionTreeClassifier";"0.0041";"5364"
"31";"10cv-fix";"0";"MLPClassifier";"0.2726";"1932"
"1487";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.056";"1611"
"40668";"10cv-fix";"5";"DecisionTreeClassifier";"0.2312";"38015"
"1487";"10cv-fix";"6";"ExtraTreesClassifier";"0.0559";"3035"
"31";"10cv-fix";"1";"MLPClassifier";"0.2705";"1946"
"31";"lccv-adaptive";"2";"MLPClassifier";"0.2711";"1754"
"23";"10cv-fix";"8";"MLPClassifier";"0.4419";"1947"
"23";"lccv-adaptive";"9";"MLPClassifier";"0.4318";"2520"
"40975";"10cv-fix";"2";"MLPClassifier";"0.0099";"2084"
"40668";"lccv-adaptive";"6";"RandomForestClassifier";"0.1693";"27645"
"3";"lccv-adaptive";"8";"DecisionTreeClassifier";"0.0041";"3541"
"1487";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0614";"1544"
"12";"10cv-fix";"9";"GradientBoostingClassifier";"0.0401";"7508"
"3";"10cv-fix";"7";"DecisionTreeClassifier";"0.0044";"5200"
"40975";"lccv-adaptive";"3";"MLPClassifier";"0.0109";"2252"
"1487";"10cv-fix";"7";"ExtraTreesClassifier";"0.0561";"2982"
"31";"10cv-fix";"2";"GradientBoostingClassifier";"0.2594";"1912"
"3";"lccv-adaptive";"9";"DecisionTreeClassifier";"0.0045";"3838"
"31";"lccv-adaptive";"3";"MLPClassifier";"0.2718";"1569"
"40668";"10cv-fix";"6";"DecisionTreeClassifier";"0.2309";"37018"
"40975";"10cv-fix";"3";"MLPClassifier";"0.0099";"2029"
"40975";"lccv-adaptive";"4";"MLPClassifier";"0.0104";"1923"
"1487";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0564";"1556"
"40668";"lccv-adaptive";"7";"RandomForestClassifier";"0.1692";"27511"
"3";"10cv-fix";"8";"DecisionTreeClassifier";"0.0045";"5413"
"23";"10cv-fix";"9";"MLPClassifier";"0.4429";"1800"
"1487";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.0562";"1506"
"40975";"10cv-fix";"4";"MLPClassifier";"0.0099";"2219"
"31";"lccv-adaptive";"4";"MLPClassifier";"0.2709";"1809"
"31";"10cv-fix";"3";"MLPClassifier";"0.2703";"1928"
"40668";"lccv-adaptive";"8";"MLPClassifier";"0.1558";"27826"
"3";"10cv-fix";"9";"DecisionTreeClassifier";"0.0043";"5325"
"40975";"lccv-adaptive";"5";"MLPClassifier";"0.0099";"2103"
"40668";"10cv-fix";"7";"DecisionTreeClassifier";"0.2312";"37386"
"1487";"10cv-fix";"8";"ExtraTreesClassifier";"0.0564";"3118"
"40975";"lccv-adaptive";"6";"MLPClassifier";"0.0102";"1996"
"40975";"10cv-fix";"5";"MLPClassifier";"0.0103";"2193"
"1487";"10cv-fix";"9";"ExtraTreesClassifier";"0.0561";"3211"
"40668";"10cv-fix";"8";"DecisionTreeClassifier";"0.2313";"37825"
"31";"10cv-fix";"4";"MLPClassifier";"0.2747";"1986"
"40668";"lccv-adaptive";"9";"MLPClassifier";"0.1569";"27754"
"31";"lccv-adaptive";"5";"MLPClassifier";"0.2727";"2071"
"40975";"10cv-fix";"6";"MLPClassifier";"0.0115";"2006"
"40668";"10cv-fix";"9";"DecisionTreeClassifier";"0.2312";"37644"
"31";"lccv-adaptive";"6";"MLPClassifier";"0.2712";"1534"
"31";"10cv-fix";"5";"MLPClassifier";"0.269";"2016"
"40975";"lccv-adaptive";"7";"MLPClassifier";"0.0101";"2754"
"40975";"10cv-fix";"7";"MLPClassifier";"0.01";"2079"
"31";"10cv-fix";"6";"GradientBoostingClassifier";"0.2584";"1867"
"40975";"lccv-adaptive";"8";"MLPClassifier";"0.0101";"2043"
"31";"lccv-adaptive";"7";"MLPClassifier";"0.2717";"1912"
"40975";"lccv-adaptive";"9";"MLPClassifier";"0.009";"2236"
"40975";"10cv-fix";"8";"MLPClassifier";"0.0108";"2318"
"31";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.2581";"1814"
"31";"10cv-fix";"7";"GradientBoostingClassifier";"0.2594";"2170"
"40975";"10cv-fix";"9";"MLPClassifier";"0.0102";"2219"
"31";"lccv-adaptive";"9";"MLPClassifier";"0.2666";"1637"
"31";"10cv-fix";"8";"MLPClassifier";"0.2703";"1945"
"31";"10cv-fix";"9";"GradientBoostingClassifier";"0.2587";"2105"
